Substrate_ACC,Substrate_GN,Cortex_1,Cortex_2,Cortex_3,PDGFRA_4,PDGFRA_5,PDGFRA_6,PDGFRA_7,NTRK_8,NTRK_9,NTRK_10
Q8BH66,Atl1,1716590.867,1686648.588,1672686.688,926461.9992,1006048.548,949421.4686,1029343.036,652582.8202,670334.7669,813761.8613
E9QND8,Atl2,344019.1486,344651.5717,354658.9074,229649.545,249135.0495,216802.0112,228606.0739,202789.4255,209723.6468,212697.9026
Q9Z1W8,Atp12a,56516417.17,54155720.32,57869353.85,32185058.67,32042031.74,27186849.57,32236994.08,19849113.87,21989704.83,31352653.79
Q8VDN2,Atp1a1,74998678.69,71717198.77,71510700.59,37484564.67,37312416.71,33148862.66,36881900.97,26199070.46,27512579.64,33945214.35
Q6PIE5,Atp1a2,56491634.87,56126375.86,55868677.73,38693118.9,38210025.36,33329460.72,36779059.96,28338731.3,30792318.74,40943828.03
Q6PIC6,Atp1a3,97766851.94,96804617.94,99380880.22,61694712.36,62343138.42,55456309.55,64292928.5,38363198.44,42424213.54,57372182.63
Q9WV27,Atp1a4,55011276.09,54315645.42,54539254.58,32456964.32,31977956.66,28071388.34,32933401.26,20485818.02,22420542.68,31327904.5
P14094,Atp1b1,47317163.39,47045017.23,47096840.23,25064843.68,24245426.42,21445750.01,25313449.84,15199679.47,15877879.86,22089178.96
P14231,Atp1b2,11273553.66,11448893.73,11031115.36,9215835.344,9432741.611,6936562.83,7232961.207,6394707.415,7117344.809,10069906.41
Q8R429,Atp2a1,5294773.219,5467287.233,4879101.406,3559269.699,3648704.317,3816052.851,3585962.637,3294255.656,3388454.433,3705782.548
O55143,Atp2a2,12182390.33,12364417.91,11188401.52,8255293.909,8359698.546,8908572.334,8335476.441,7779172.852,7928079.561,8726899.354
G5E829,Atp2b1,16116124.95,15272788.28,14677701.73,7459651.045,7519763.166,7197277.111,9003084.006,6282575.679,5744159.942,7370817.046
S4R1C4,Atp2b2,19991256.73,18222359.75,17798892.09,8667908.27,9244875.234,7790717.75,9410285.197,6180467.985,6339029.346,7986790.536
Q0VF55,Atp2b3,18931318.4,17145741.02,17346661.48,8760974.154,9393501.184,7758708.715,9903877.796,6423053.836,6365027.06,8308235.865
E9Q828,Atp2b4,17495899,15201781.1,16877829.91,7088809.054,7768777.061,6793600.326,8824445.319,5670973.308,5903801.22,7129683.302
Q64436,Atp4a,50439444.81,48373025.81,51126974.6,29139258.69,29101747.18,24386896.38,28537120.46,17874225.24,19660390.58,27593528.83
Q03265,Atp5a1,46427369.93,47116868.54,45848857.71,31368277.59,31615948.57,28784130.99,31566465.5,26426507.64,26014770.17,29929502.41
P56480,Atp5b,56457053.85,56386401.14,55526169.9,38251411.61,39765882.1,35968559.41,39893124.75,32805469.97,32725779.59,36323590.44
Q91VR2,Atp5c1,19104778.26,19973762.39,18922132.93,13311229.74,12794494.44,12040850.96,13012879.03,10633198,10759306.25,12411728.18
Q9D3D9,Atp5d,33227095.87,33101514.35,34520409.87,20938850.37,22837582,19875688.26,22655892.68,17713207.31,18032989.31,19783443.42
P56382,Atp5e,1288958.408,1902800.383,1324839.247,1013289.352,901011.9569,825266.5476,807243.2261,674883.4046,598760.2492,991805.1323
Q9CQQ7,Atp5f1,6382212.456,6593966.551,6298214.261,4298262.568,4482098.355,4048809.371,4392519.897,3665975.822,3767555.236,3983278.602
Q9DCX2,Atp5h,24112511.81,23778076.51,23927824.42,15875851.16,16579056.8,14579207.48,15158486.25,13369605.89,12047367.04,13678705.4
Q06185,Atp5i,2680779.865,3062087.583,2792878.005,1986686.626,2009418.178,1877593.635,1811227.42,1778509.333,1649839.973,2009660.226
P97450,Atp5j,15085886.4,14883292.4,14554820.16,9643212.371,10569605.56,8599621.424,9724730.648,8056857.864,8162293.561,9059737.673
P56135,Atp5j2,6688849.987,6621001.516,6927495.198,4193890.754,4418655.478,3849112.148,4560664.975,3853492.377,3857913.459,4333248.843
Q8BTB6,Atp5k,2597083.584,3087785.268,2698352.1,1993849.154,2021116.255,1906418.413,1783130.522,1803278.186,1675007.2,2051587.752
Q9CPQ8,Atp5l,8245052.541,8777055.491,8248592.48,5860405.735,5736286.533,5164292.173,5606235.292,4983334.581,4656944.115,5680974.133
Q9CRA7,Atp5s,1342146.975,1405369.62,1277908.674,1010274.207,971387.5948,843007.2527,888281.9487,775516.5866,692099.2626,948423.9788
Q9R1Q9,Atp6ap1,1034258.774,917560.8445,1026138.423,717789.688,770931.5622,781388.298,772319.9796,605183.3071,645679.6765,700443.717
Q9Z1G4,Atp6v0a1,14284823.66,13969632.38,14420923.4,7772042.987,8393937.087,7566972.849,9341126.001,6474021.476,6551947.538,7976418.122
P63082,Atp6v0c,998972.9276,968494.8617,931773.7157,557828.5765,566881.4558,567463.0709,633345.1732,503328.1236,509590.2388,571120.9998
P51863,Atp6v0d1,14045845.97,14086133.85,13826588.97,7053559.847,7789179.403,7072241.107,8574968.043,5434569.127,5763452.351,7288296.721
P50516,Atp6v1a,27345535.6,26772229.1,28065001.76,16674198.24,16734696.96,16736331.87,18993807.22,13319591.24,13410309.54,16249710.46
Q91YH6,Atp6v1b1,2973937.422,2939244.303,2983136.836,2083704.701,2104140.994,2009787.361,2231213.046,1758508.383,1723995.066,1972151.287
P62814,Atp6v1b2,9835054.453,9519237.452,9753931.223,6267143.041,6317919.865,6160916.741,7036112.345,5103001.982,5108448.179,5953064.953
Q9Z1G3,Atp6v1c1,10719478.79,10244867.02,10754368.31,6197315.12,6270109.479,5982151.741,6715409.25,4841696.658,4892004.001,5962592.841
P57746,Atp6v1d,4555719.77,4401535.94,4612233.354,2727961.74,2539457,2645252.107,3011720.814,2056617.339,2170214.535,2654964.535
P50518,Atp6v1e1,14217517.4,13600089.08,13818374.93,8562651.084,8237640.926,8232712.435,9559659.374,6650156.137,6845534.278,8208744.345
Q9D1K2,Atp6v1f,6647715.542,6499748.431,6950852.039,4149023.817,4201131.437,3904702.926,4304522.854,3089150.426,3040026.888,3753823.787
Q9WTT4,Atp6v1g2,3736097.167,3928863.341,3891315.963,2076241.019,2260903.247,1972582.772,2266929.807,1521901.475,1556970.541,1901041.401
Q8BVE3,Atp6v1h,10771554.19,10285887.53,10702614.45,6278289.406,6328898.946,5978577.824,7025543.867,4583452.794,4736664.562,5839650.053
P70704,Atp8a1,3234987.413,3099558.868,3435891.867,2494429.637,2525709.322,2473786.632,2644295.405,1768456.772,1833885.047,2368693.665
P98200,Atp8a2,434365.7034,393869.538,422648.5892,288906.0675,311374.5555,251230.1062,276858.7477,187844.6815,206184.7474,251112.4338
O70228,Atp9a,448680.643,457025.9578,460489.9644,393879.6844,405339.0869,401647.4747,379744.0984,285132.2703,298352.8467,322137.5477
Q811I0,Atpaf1,480833.9185,507055.2168,490283.6703,368804.7089,405302.5611,372200.1,386359.1515,321963.8644,336924.8578,396809.3977
E9PV44,Atpif1,9565438.155,10584296.03,11200618.87,5823499.603,6890506.032,4770725.795,5598223.102,4873921.145,4194421.238,4241754.255
Q6A051,Atrnl1,161652.7194,155726.245,175442.8317,97304.54403,92846.39288,107543.2142,94305.63201,121244.7621,122929.0531,108111.249
P54254,Atxn1,132062.1544,132132.2919,131431.135,87039.34369,79835.66154,84298.84858,86848.36666,91133.50026,82127.42109,88321.33369
Q9JLZ3,Auh,3585585.597,3479183.528,3304660.098,2664379.854,2200423.502,2071445.287,2473449.91,1533739.352,1619538.915,1998124.996
Q80U56,Avl9,769494.716,775479.7217,804912.3005,559429.9372,573256.4371,569710.4815,584518.2733,485433.8306,489402.3614,546727.1221
Q8BVM4,Azin2,36279.38824,38932.99468,33033.9126,20229.88159,19210.37446,21627.71128,20434.86757,19116.90177,19464.92818,21079.34605
O54905,B3galt2,37350.68427,33950.58912,36613.57835,23076.48102,27120.35135,28835.15929,31580.8211,17118.03755,20500.86946,15469.24711
Q7TNS5,B630019K06Rik,95784.21736,92405.39547,103961.3584,81393.57352,93268.91673,76221.8577,80731.20336,56453.75807,65916.4572,70933.03691
Q8VHV1,Baalc,163792.8946,126352.5226,166994.0093,70160.69087,73136.86469,70855.20864,84688.58323,63955.13743,70516.27815,84777.46595
Q3UHD1,Bai1,1722215.832,1600007.63,1651436.025,869267.9511,903692.1555,908771.9207,1061949.934,974390.5411,1001751.009,1022816.52
Q8CGM1,Bai2,310081.8166,284304.8014,297193.3412,172123.6313,166074.1797,161898.5886,206154.2363,190821.9984,171432.5324,189816.8121
Q80ZF8,Bai3,448151.4988,406866.2415,415229.2932,253227.6143,251476.301,233727.5693,283237.7725,256364.1156,233565.7975,253989.4918
Q8BKX1-4,Baiap2,4394388.387,4256400.256,4178861.591,1853358.049,1982929.82,1963347.119,2321600.796,1700899.74,1583508.297,1852283.6
Q91XV3,Basp1,77477424.96,77438832.98,84813147.4,34804502.78,38754752.82,39273401.38,45513793.62,29975865.65,31442635.14,36978936.54
E9Q2V5,BC037034,403554.1639,391682.908,380818.3504,238220.434,245350.0889,239867.2868,264058.2802,221219.7492,214823.8197,237532.4756
Q9R069,Bcam,306357.0709,300780.3794,310909.6868,211612.3889,227250.0122,195134.9628,205039.1182,187199.6353,205872.3505,210520.7921
F6VJ09,Bcas3,208973.4084,201412.367,201941.2532,125626.4387,134974.6788,131676.8745,125604.3223,91616.01083,93533.28046,119371.3481
P24288,Bcat1,2308678.186,2302015.969,2265661.147,2357578.782,2323908.369,2117552.644,2144856.238,1482496.028,1526874.189,1855517.203
Q9QYE3,Bcl11a,91711.07651,92921.20187,97581.83292,58587.87066,59744.89874,57572.10574,60461.14989,55137.30008,54424.35525,63034.24225
Q99PV8,Bcl11b,93327.49922,106633.4034,86538.70488,65383.61551,70007.56653,55487.07348,72603.64746,63302.43039,55889.36903,62325.06424
P70345,Bcl2l2,192067.4878,165378.6018,165227.5527,124857.6219,124032.4445,119606.004,115104.1483,94075.0118,93001.43292,114719.9861
Q9CZP5,Bcs1l,353743.209,367160.6997,358212.0949,249404.8038,257897.0319,281287.8396,275039.7328,229698.6317,226954.4761,252991.0809
Q80XN0,Bdh1,2209793.244,2269417.999,2088888.65,1948219.059,1781761.962,1875229.49,1907593.521,1390393.387,1443903.024,1608111.681
Q68EF6,Begain,311420.5516,272525.223,280359.0336,162269.3154,151692.825,146055.1541,199635.4576,146122.7864,134093.9064,155164.1308
Q8C6D4,Bend5,61214.97731,62797.4436,70940.16353,38416.12929,38660.14477,37312.21294,43545.17399,49345.23134,52772.59278,48607.22611
Q6PFX2,Bend6,78170.74146,78337.36167,77521.2329,57553.86178,58080.79192,52676.40042,56449.83273,46373.04732,44934.43545,52681.61415
O08539-2,Bin1,14031760.36,13974876.11,14409024.89,10212839.85,10283155.05,10238587.94,10136122.81,7540985.32,7418616.619,8802820.464
Q8BHE5,Bmp3,41784.64564,39324.68699,46924.34188,12909.15123,16209.14006,14964.35868,15148.04962,13065.98698,15707.03434,13820.18581
O55003,Bnip3,79639.79137,78536.92865,72156.79414,51817.74354,52853.5931,47047.94903,53806.16594,30295.90501,35977.3286,44316.64862
Q8R164,Bphl,2135114.577,2210667.234,2100702.322,1583162.085,1647632.922,1456749.204,1611467.726,1369557.382,1310931.418,1535304.137
P28028,Braf,1069165.18,1031306.563,1022449.012,647816.6775,681259.767,661929.4863,713164.8095,573573.8944,528922.944,632203.9198
Q920P3,Brinp1,1146098.903,1113857.819,1125517.647,473342.0825,473611.6428,461341.2002,571589.3973,404341.9871,405580.4408,477956.282
Q6DFY8,Brinp2,409067.6975,361571.7871,402914.2549,180153.5052,199958.5407,180985.5871,223020.0743,199075.5846,204288.6962,212927.5724
Q499E0,Brinp3,294515.9125,287811.1329,295634.2454,148818.9869,177993.3591,150567.3053,177586.9581,145946.733,147934.5588,155330.8189
Q91VR8,Brk1,4931250.915,4873897.458,4853976.098,3111956.253,2905280.064,3199195.452,3485074.491,3158840.908,2875711.458,3414694.166
Q5RJI5,Brsk1,1205099.541,1255507.983,1153969.696,731780.5268,755236.0786,744902.0414,762095.6794,527030.1152,535059.771,627645.3306
Q69Z98,Brsk2,1747350.227,1770496.742,1657071.698,951067.6537,1027554.472,914584.7587,984659.1679,640319.473,656813.7207,811154.2352
O88737,Bsn,3365257.929,3185853.344,3350711.707,1451816.138,1486109.515,1440767.958,1800730.961,1108441.839,1114430.029,1440064.552
Q80X66,Btbd10,98044.06505,97670.82856,103808.0267,67027.02425,69186.28321,64077.82758,66471.00229,61266.73653,61480.47132,54797.15948
Q6GQW0,Btbd11,397231.5847,368148.944,380340.9164,255648.4599,306224.4312,265671.0526,281760.5021,199711.0147,227835.476,247386.9224
Q9DB72,Btbd17,1020364,994734.7937,978578.4716,541598.647,566490.444,575813.1832,543123.7107,604002.9551,577588.8449,687717.2311
Q8CFR0,C1ql2,45639.83258,51950.63411,51872.16562,36754.07046,35497.06936,39638.10953,36377.71152,33538.12458,32931.40477,45155.38195
Q9ESN4,C1ql3,194374.0559,203817.0536,238057.5297,92749.99657,98513.25992,86951.41325,104649.3266,89401.04852,89649.23592,92816.2079
Q8R066,C1qtnf4,208755.8746,211403.5821,214151.282,119635.7906,132156.6159,130702.2434,131260.0651,121818.3358,114594.8838,128487.734
Q80X80,C2cd2l,597999.3975,612257.6851,596328.4506,377502.0696,402339.3253,374745.2057,384875.0454,309156.3352,309148.7914,330992.8687
Q5HZI2,C2cd4cC2CD4,212374.6875,202007.5072,235280.9826,100311.4053,126401.9387,99785.66049,129946.7011,101754.6615,106862.3976,112604.6083
Q7TPS5-2,C2cd5,1050959.336,989234.275,1000354.632,649810.8873,712616.9721,665873.4476,743024.9093,586576.1735,626409.9216,653313.373
P61215,Ca10,214950.2575,198840.5196,204979.3049,90242.72783,107809.5896,96243.58519,108063.3253,72131.12609,76673.23128,88529.51692
O70354,Ca11,61752.74015,62622.19397,59170.63627,32384.16127,40573.83882,35760.77963,33153.63613,33660.69171,34330.0501,31009.2872
Q9WVT6,Ca14,226322.86,272684.7097,225721.9181,304677.5894,267955.2592,247789.9527,202953.6094,141541.47,167582.4712,190018.1109
P00920,Ca2,13705276.78,17716193.26,15290802.64,15462042.93,13926293.19,13990481.39,12459886.84,9308869.492,9096289.547,10977793.29
Q64444,Ca4,542053.4492,476934.2374,475871.0393,356165.6165,294182.9041,271099.8244,284309.507,228007.8765,185825.6343,302964.9579
Q9ESJ1,Cables1,126592.6821,115019.2027,116793.3361,71871.77845,74922.05413,72863.73855,72147.63412,81838.33651,80279.81506,76693.65496
Q9JLK7,Cabp1,107418.3779,91413.83917,88563.70094,54897.89157,50184.5453,50021.03433,49544.72899,43831.14027,44851.9752,47117.69609
P97445,Cacna1a,974399.6999,884213.5481,864148.1788,459465.7686,497084.1201,425418.7749,497548.6923,333606.6723,338639.1549,435495.0495
O55017,Cacna1b,647747.0468,596223.5203,574614.1407,290300.8586,316213.7628,276108.6994,316015.5129,263585.82,254035.9201,281439.6642
A0A087WPP1,Cacna1c,438565.8708,437251.7696,407932.4058,245509.1304,243544.9137,258428.1696,268450.3477,220611.4992,210986.9213,264012.5531
Q99246,Cacna1d,94664.06189,98773.88542,92716.7062,51774.30677,54273.44715,53250.18994,57430.97139,51422.64006,47097.59218,55951.81374
Q61290,Cacna1e,686359.1596,690406.0089,651923.1575,304583.8248,315427.0039,281680.1864,361910.3841,277555.566,254857.1632,299764.5556
E9Q7P2,Cacna1i,152520.3721,154948.9712,141652.347,86377.72785,93032.35237,86103.84119,88278.38879,77836.17366,82403.90352,85326.91417
O08532,Cacna2d1,3993459.463,3582067.055,3836406.658,1601469.966,1945718.155,1575770.53,1976763.222,1472736.649,1435568.501,1761031.342
Q6PHS9,Cacna2d2,817150.0616,813586.5195,820276.6945,568769.8022,795317.0927,474287.4278,598653.0093,369176.3754,446734.6874,551392.3311
Q9Z1L5,Cacna2d3,908940.5217,879680.8854,791061.4317,404924.5252,397549.5528,375260.053,474941.5102,360177.1375,324384.7275,395391.7499
Q8R3Z5-2,Cacnb1,986067.295,970900.9298,930400.6933,442223.8235,437689.6035,418972.8976,521807.7798,391290.14,349968.5385,460206.3239
Q8CC27,Cacnb2,846769.8349,918174.6257,775858.0136,448270.1155,445475.8738,417107.3799,482868.6607,418485.6875,353065.7297,450594.8026
P54285,Cacnb3,870075.1628,760074.4669,820932.9426,401142.5803,397631.924,384289.2948,443062.4813,339391.0444,329664.8109,381961.3926
Q8R0S4,Cacnb4,1805681.144,1685598.166,1583137.205,772802.6314,808992.9993,673951.0911,836547.0888,581179.8795,571557.3986,700666.6389
O88602,Cacng2,265417.0841,228632.9711,208206.1094,120038.8622,133413.434,107779.9059,140001.5313,92289.79343,94611.89354,116603.9593
Q9JJV5,Cacng3,224076.4703,217979.417,215230.6184,79356.86081,86021.34993,73236.39372,87756.90859,69652.81167,66971.99538,71915.3477
P62956,Cacng7,24480.06099,24872.13217,24166.00518,19814.13259,19515.15026,18887.57232,16892.83167,15131.55207,17235.99307,17501.36416
E0CY16,Cadm1,932260.8925,911517.7972,1038782.361,496774.0523,505515.5356,468734.8138,550471.6918,471567.9266,455494.1045,507992.7214
Q8BLQ9,Cadm2,8814106.948,8414358.828,8392338.533,4424182.279,4393007.551,4339749.542,5173510.477,3899667.417,3952957.543,4390869.281
Q99N28,Cadm3,5071778.112,5442396.758,5595216.902,3350068.157,3858569.05,2971933.184,3290880.082,2483110.066,2482205.258,2968795.853
Q80TJ1-4,Cadps,5329700.438,5364627.996,5032890.673,2970421.17,2901089.888,2752164.075,3390302.04,2155095.054,2216284.961,2918592.97
S4R1C6,Cadps2,2571629.884,2464141.174,2266484.959,1251883.386,1244065.543,1160080.784,1262604.962,884815.6126,838732.1273,1128509.615
P12658,Calb1,3909317.424,3653074.855,3361242.113,2754496.494,1942268.201,1342812.843,1577284.076,1021578.845,1087363.688,1432572.057
Q8CGU1,Calcoco1,372923.8179,399536.5746,337143.8563,234105.3019,232480.7242,226245.4979,250693.8863,206571.5601,198839.9685,205339.1352
Q8VEC4,Calhm2,78559.0094,75110.86003,78649.33069,48089.97277,41709.62161,43414.21709,50581.96494,49951.70624,46432.14823,53085.97405
P62204,Calm1,44784352.12,44294561.2,37179586.19,21208376.5,21602658.85,24375182.35,24680963.45,16469196.26,21712062.61,22257639.05
Q9D6P8,Calml3,52697853.02,51572146.68,40049958.46,20488439.75,20756421.97,23292826.57,23659016.52,13864065.48,22794621.25,21575368.26
Q8BW96,Camk1d,1534279.561,1392747.08,1387949.093,883210.3125,838502.0429,909904.983,996590.1219,718037.442,706337.3666,863141.3212
Q91VB2,Camk1g,107457.2962,104492.6897,103523.2187,51401.15313,59879.60246,36560.71102,54353.62823,34574.81788,44571.32945,44770.21482
P11798-2,Camk2a,28082890.94,24733482.75,26500398.1,11661774.88,9074318.736,11331016.7,15412601.37,10471140.68,7848676.104,11907923.05
P28652,Camk2b,72593666.62,68107201.07,68931229.36,35047794.53,33650999.94,34443015.64,42375943.47,30924445.62,27910064.45,36464500.61
Q6PHZ2-5,Camk2d,72236108.76,64019664.15,71261122.42,34305007.42,33171330.08,34317559.46,43021022.9,30702734.48,30036697.21,36342594.84
Q923T9-3,Camk2g,74212189.43,67873487.77,69683007.91,34641222.54,34113774.45,34021340.75,42741251.09,30215161.5,28304032.48,35700900.38
Q6QWF9,Camk2n1,393815.5368,292785.8925,300168.766,82792.58889,124363.9498,78022.32032,114103.8671,83992.51118,97194.75993,101645.7153
Q78WH7,Camk2n2,50404.57006,54334.68495,43867.1116,21248.33176,23431.77514,19595.04846,21276.50865,21578.58255,18900.22752,23431.68702
P08414,Camk4,1391013.556,1444304.235,1156474.012,632753.2779,687298.638,546350.7587,547981.4759,408469.697,406387.7474,480513.1589
Q8VBY2,Camkk1,1171026.349,1132764.177,1051137.717,649125.5272,614514.6218,557027.1537,674046.8641,480600.4717,424877.557,605107.0211
Q8C078,Camkk2,2267617.289,2064276.965,2022818.938,825416.608,925818.0251,852726.7276,939756.5727,762406.9608,785607.4076,797901.2917
Q3UHL1,Camkv,4219009.922,3988539.708,3980530.204,1661724.131,1742394.067,1658069.859,2493076.764,1715477.719,1434576.175,1864963.779
A2AHC3,Camsap1,1003563.522,977124.5806,1090177.673,716984.2207,738095.63,731305.2574,738090.9194,589604.2521,640667.2322,649166.9941
Q8C1B1,Camsap2,1383575.224,1320520.686,1475409.814,1293531.235,1356246.595,1259713.574,1289047.969,899415.8281,930734.1059,924164.2106
Q80VC9,Camsap3,663537.1411,654604.2739,677678.6784,401655.941,429774.3346,400543.5117,443926.478,315816.6811,320510.396,375483.8249
A2A891-3,Camta1,145823.5958,141687.2311,140792.6165,88035.83252,105268.3771,75927.67366,91737.43184,68772.31814,80887.21313,81753.54183
Q80Y50,Camta2,100828.1163,91569.04902,96229.27564,67891.0368,64982.39632,64572.69062,74014.30608,65403.09178,60882.99043,68864.2781
Q9CYT6,Cap2,13030381.12,12899378.36,13516332.27,6485350.734,6951991.036,6647439.748,7278745.3,5974496.958,6397198.209,6692679.272
